"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.535219,0.394530,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testDefaultConstructor","avgt",1,3,4.521433,0.244005,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,0.966142,0.302074,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,0.962761,0.492819,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,0.966558,0.300964,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,0.967785,0.160007,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,1.023519,0.684369,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,1.007282,0.481916,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,1.041013,0.577808,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,0.995348,0.210589,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,1.333460,1.380550,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testElement","avgt",1,3,1.430792,0.467852,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.830330,1.635612,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.738030,0.103555,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.730830,0.008103,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.743626,0.281513,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.731261,0.008242,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.737501,0.204916,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.733819,0.094054,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.730485,0.002005,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.731737,0.035230,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIsEmpty","avgt",1,3,0.730911,0.008418,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,1336.912343,37.957016,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,2743.285575,1073.884273,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,4023.243820,312.211177,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,5501.217446,1622.362633,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,6713.225837,67.089532,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,8030.087898,793.996034,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,9422.383898,823.048527,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,10958.411745,3418.303320,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,12040.482227,897.862593,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testIterator","avgt",1,3,13370.164176,1061.088302,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,43.697556,70.264186,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,38.435667,43.465390,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,43.234534,81.893348,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,42.615696,169.268208,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,39.046189,41.186248,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,43.550794,149.981481,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,40.914317,30.215812,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,43.816554,153.797547,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,42.993766,36.004959,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testOffer","avgt",1,3,47.450055,175.681036,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.951230,0.177086,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.956956,0.366648,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.945747,0.013688,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.980552,0.166371,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.959529,0.249797,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testPeek","avgt",1,3,0.950824,0.274974,"ns/op",60000
